web_browser,operating_sys,from_url,to_url,city,longitude,latitude,timezone,time_in,time_out
Mozilla,Linux,direct,forecast.weather.gov,Placentia,33.881802,-117.850304,America/Los_Angeles,1970-01-01 00:00:01.331924040,1970-01-01 00:00:01.304285400
Mozilla,Windows,direct,www.nasa.gov,Tokyo,35.685001,139.751404,Asia/Tokyo,1970-01-01 00:00:01.331924042,1970-01-01 00:00:01.331908247
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924043,1970-01-01 00:00:01.280722568
Mozilla,Windows,www.facebook.com,www.nasa.gov,Rockford,42.271099,-89.059303,America/Chicago,1970-01-01 00:00:01.331924043,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,Manchester Center,43.168499,-73.034897,America/New_York,1970-01-01 00:00:01.331924044,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,t.co,www.nasa.gov,Concepci,-36.833302,-73.050003,Chile/Continental,1970-01-01 00:00:01.331924046,1970-01-01 00:00:01.331922854
Mozilla,Windows,t.co,www.nasa.gov,Samsun,41.286701,36.330002,Asia/Istanbul,1970-01-01 00:00:01.331924047,1970-01-01 00:00:01.331908247
Mozilla,Windows,direct,www.nasa.gov,Cambridge,52.200001,0.1167,Europe/London,1970-01-01 00:00:01.331924048,1970-01-01 00:00:01.331908247
Mozilla,Windows,direct,www.gao.gov,New York,40.761902,-73.976303,America/New_York,1970-01-01 00:00:01.331924047,1970-01-01 00:00:01.331923992
Mozilla,iPhone,https:,www.ncbi.nlm.nih.gov,London,51.500198,-0.1262,Europe/London,1970-01-01 00:00:01.331924050,1970-01-01 00:00:01.331902734
Mozilla,iPhone,https:,www.wrh.noaa.gov,Los Angeles,34.052299,-118.385201,America/Los_Angeles,1970-01-01 00:00:01.331924052,1970-01-01 00:00:01.331911915
Mozilla,Windows,plus.url.google.com,www.nasa.gov,Mexico,19.4342,-99.138603,America/Mexico_City,1970-01-01 00:00:01.331924055,1970-01-01 00:00:01.331905829
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924055,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Hallandale,25.9863,-80.151802,America/New_York,1970-01-01 00:00:01.331924056,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,toxtown.nlm.nih.gov,Marietta,33.953201,-84.5177,America/New_York,1970-01-01 00:00:01.331924056,1970-01-01 00:00:01.255769846
Mozilla,Macintosh,www.facebook.com,www.nasa.gov,San Francisco,37.748402,-122.415604,America/Los_Angeles,1970-01-01 00:00:01.331924057,1970-01-01 00:00:01.331922854
Mozilla,Macintosh,direct,www.nysdot.gov,Arlington,38.908401,-77.120102,America/New_York,1970-01-01 00:00:01.331924061,1970-01-01 00:00:01.319563556
Mozilla,iPad,https:,www.whitehouse.gov,SPaulo,-23.5333,-46.616699,America/Sao_Paulo,1970-01-01 00:00:01.331924061,1970-01-01 00:00:01.331911584
Mozilla,Windows,direct,www.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1970-01-01 00:00:01.331924063,1970-01-01 00:00:01.331922453
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924064,1970-01-01 00:00:01.280722678
Mozilla,Windows,direct,www.nysdot.gov,Laurel,39.096699,-76.877899,America/New_York,1970-01-01 00:00:01.331924063,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Saint-nicolas-de-port,48.633301,6.3,Europe/Paris,1970-01-01 00:00:01.331924063,1970-01-01 00:00:01.331922854
Mozilla,Macintosh,direct,www.fns.usda.gov,North Bergen,40.790401,-74.024597,America/New_York,1970-01-01 00:00:01.331924063,1970-01-01 00:00:01.301096838
Mozilla,Windows,direct,www.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1970-01-01 00:00:01.331924063,1970-01-01 00:00:01.331922453
Mozilla,Windows,direct,www.nysdot.gov,Dallas,32.809799,-96.799301,America/Chicago,1970-01-01 00:00:01.331924064,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.cbs8.com,forecast.weather.gov,Littleton,39.528999,-104.904999,America/Denver,1970-01-01 00:00:01.331924064,1970-01-01 00:00:01.303603516
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924064,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Boston,42.3424,-71.087799,America/New_York,1970-01-01 00:00:01.331924066,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,Swedesboro,39.743698,-75.346199,America/New_York,1970-01-01 00:00:01.331924065,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.sltrib.com,elections.utah.gov,Minnetonka,44.9198,-93.4832,America/Chicago,1970-01-01 00:00:01.331924068,1970-01-01 00:00:01.331687030
Mozilla,Windows,t.co,www.kingcounty.gov,Sammamish,47.603699,-122.0261,America/Los_Angeles,1970-01-01 00:00:01.331924072,1970-01-01 00:00:01.330731297
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924072,1970-01-01 00:00:01.319563556
Mozilla,Windows,t.co,www.nasa.gov,Greenville,34.847698,-82.379097,America/New_York,1970-01-01 00:00:01.331924072,1970-01-01 00:00:01.331908247
Mozilla,Windows,direct,www.nysdot.gov,Raleigh,35.827801,-78.642097,America/New_York,1970-01-01 00:00:01.331924079,1970-01-01 00:00:01.319563556
Mozilla,iPad,https:,www.michigan.gov,Traverse City,44.795101,-85.649803,America/New_York,1970-01-01 00:00:01.331924078,1970-01-01 00:00:01.331901086
Mozilla,Windows,www.facebook.com,www.nasa.gov,Castuera,38.716702,-5.55,Europe/Madrid,1970-01-01 00:00:01.331924080,1970-01-01 00:00:01.331922854
Mozilla,Windows,www.facebook.com,www.nasa.gov,Przezmierowo,52.4333,16.7167,Europe/Warsaw,1970-01-01 00:00:01.331924079,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.fda.gov,Oakland,37.794998,-122.219299,America/Los_Angeles,1970-01-01 00:00:01.331924080,1970-01-01 00:00:01.331818358
Mozilla,Windows,t.co,www.nasa.gov,Arkadelphia,34.026798,-93.0644,America/Chicago,1970-01-01 00:00:01.331924081,1970-01-01 00:00:01.331904598
Mozilla,Windows,direct,www.irs.gov,Ardmore,34.958,-86.778198,America/Chicago,1970-01-01 00:00:01.331924082,1970-01-01 00:00:01.331742257
Mozilla,Windows,direct,www.nysdot.gov,Cincinnati,39.169899,-84.485901,America/New_York,1970-01-01 00:00:01.331924083,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924084,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Hallandale,25.9863,-80.151802,America/New_York,1970-01-01 00:00:01.331924084,1970-01-01 00:00:01.319563556
Mozilla,Windows,t.co,www.nasa.gov,Berlin,52.516701,13.4,Europe/Berlin,1970-01-01 00:00:01.331924085,1970-01-01 00:00:01.331670810
Mozilla,Windows,direct,www.nysdot.gov,Wilkes Barre,41.272301,-75.839897,America/New_York,1970-01-01 00:00:01.331924087,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,t.co,www.nasa.gov,Concepci,-36.833302,-73.050003,Chile/Continental,1970-01-01 00:00:01.331924086,1970-01-01 00:00:01.331922854
Mozilla,iPhone,m.facebook.com,www.cdcr.ca.gov,Winters,38.5602,-121.996101,America/Los_Angeles,1970-01-01 00:00:01.331924087,1970-01-01 00:00:01.248360950
Mozilla,Windows,direct,www.nysdot.gov,Alexandria,38.790901,-77.094704,America/New_York,1970-01-01 00:00:01.331924088,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Branford,41.2864,-72.795601,America/New_York,1970-01-01 00:00:01.331924089,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Elkton,39.617199,-75.867798,America/New_York,1970-01-01 00:00:01.331924091,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.healthfinder.gov,www.cdc.gov,Peoria,33.6534,-112.246201,America/Phoenix,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.307981090
Mozilla,iPad,direct,www.nysdot.gov,Richland,32.094501,-84.657997,America/New_York,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Evanston,42.058601,-87.684502,America/Chicago,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.331922854
Mozilla,Windows,t.co,earthobservatory.nasa.gov,Valencia,39.466702,-0.3667,Europe/Madrid,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.321047593
Mozilla,Windows,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1970-01-01 00:00:01.331924092,1970-01-01 00:00:01.301298479
Mozilla,Windows,roosterteeth.com,www.irs.gov,Brockville,44.583302,-75.683296,America/Rainy_River,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.331742257
Mozilla,Macintosh,t.co,www.nasa.gov,Concepci,-36.833302,-73.050003,Chile/Continental,1970-01-01 00:00:01.331924093,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924096,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Glendale Heights,41.921398,-88.074501,America/Chicago,1970-01-01 00:00:01.331924099,1970-01-01 00:00:01.319563556
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924100,1970-01-01 00:00:01.280722678
Mozilla,Macintosh,www.facebook.com,www.nasa.gov,Paso Robles,35.6189,-120.766899,America/Los_Angeles,1970-01-01 00:00:01.331924101,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,toxtown.nlm.nih.gov,Marietta,33.953201,-84.5177,America/New_York,1970-01-01 00:00:01.331924102,1970-01-01 00:00:01.255769846
Mozilla,Windows,direct,www.nysdot.gov,Cincinnati,39.169899,-84.485901,America/New_York,1970-01-01 00:00:01.331924103,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Natick,42.2873,-71.352402,America/New_York,1970-01-01 00:00:01.331924104,1970-01-01 00:00:01.273672411
Mozilla,Macintosh,www.facebook.com,www.nasa.gov,Buenos Aires,-34.587502,-58.672501,America/Argentina/Buenos_Aires,1970-01-01 00:00:01.331924105,1970-01-01 00:00:01.331922854
Mozilla,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Natick,42.2873,-71.352402,America/New_York,1970-01-01 00:00:01.331924104,1970-01-01 00:00:01.273672506
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924105,1970-01-01 00:00:01.319563556
Opera,Ubuntu,direct,www.nature.nps.gov,Graz,47.0667,15.45,Europe/Vienna,1970-01-01 00:00:01.331924108,1970-01-01 00:00:01.331921833
Mozilla,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Brooklyn,40.6525,-73.955399,America/New_York,1970-01-01 00:00:01.331924108,1970-01-01 00:00:01.273672411
Mozilla,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Brooklyn,40.6525,-73.955399,America/New_York,1970-01-01 00:00:01.331924108,1970-01-01 00:00:01.273672506
Mozilla,Macintosh,t.co,www.ncbi.nlm.nih.gov,Bronx,40.849899,-73.8769,America/New_York,1970-01-01 00:00:01.331924108,1970-01-01 00:00:01.330887615
Mozilla,Windows,www.facebook.com,www.nasa.gov,Mitry-mory,48.983299,2.6167,Europe/Paris,1970-01-01 00:00:01.331924112,1970-01-01 00:00:01.331922854
Mozilla,Windows,t.co,blogs.loc.gov,Silver Spring,39.052101,-77.014999,America/New_York,1970-01-01 00:00:01.331924112,1970-01-01 00:00:01.331822895
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924112,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.nccpr.org,www.acf.hhs.gov,Chippewa Falls,44.9617,-91.4403,America/Chicago,1970-01-01 00:00:01.331924113,1970-01-01 00:00:01.318105111
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924113,1970-01-01 00:00:01.280722781
Mozilla,Macintosh,t.co,www.capitol.hawaii.gov,Eagle River,61.214901,-149.258301,America/Anchorage,1970-01-01 00:00:01.331924114,1970-01-01 00:00:01.331781044
Mozilla,Windows,direct,www.niehs.nih.gov,Durham,35.9925,-78.901703,America/New_York,1970-01-01 00:00:01.331924115,1970-01-01 00:00:01.311329628
Mozilla,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,34.010399,-84.623901,America/New_York,1970-01-01 00:00:01.331924118,1970-01-01 00:00:01.255769846
Mozilla,Windows,direct,boem.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924119,1970-01-01 00:00:01.328731195
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924121,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,www.facebook.com,www.nasa.gov,Houston,29.830099,-95.4739,America/Chicago,1970-01-01 00:00:01.331924120,1970-01-01 00:00:01.331922854
Mozilla,Windows,t.co,www.fda.gov,Philadelphia,40.037498,-75.145401,America/New_York,1970-01-01 00:00:01.331924125,1970-01-01 00:00:01.331923740
Mozilla,Windows,investorshub.advfn.com,www.fda.gov,Trenton,40.256199,-74.758102,America/New_York,1970-01-01 00:00:01.331924128,1970-01-01 00:00:01.294942965
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924128,1970-01-01 00:00:01.280722951
Mozilla,Windows,direct,www.cnic.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1970-01-01 00:00:01.331924129,1970-01-01 00:00:01.331922709
Mozilla,Windows,direct,www.cnic.navy.mil,Mililani,21.4701,-157.963699,Pacific/Honolulu,1970-01-01 00:00:01.331924129,1970-01-01 00:00:01.331922709
Mozilla,Windows,www.facebook.com,www.loudoun.gov,Chantilly,38.903599,-77.451202,America/New_York,1970-01-01 00:00:01.331924132,1970-01-01 00:00:01.331758026
Mozilla,Windows,direct,public.health.oregon.gov,Vancouver,45.667599,-122.6063,America/Los_Angeles,1970-01-01 00:00:01.331924133,1970-01-01 00:00:01.322004681
Mozilla,Windows,t.co,www.nasa.gov,Mexico,19.4342,-99.138603,America/Mexico_City,1970-01-01 00:00:01.331924134,1970-01-01 00:00:01.331921564
Mozilla,Windows,direct,www.nasa.gov,Tokyo,35.685001,139.751404,Asia/Tokyo,1970-01-01 00:00:01.331924135,1970-01-01 00:00:01.331834915
Mozilla,Macintosh,www.facebook.com,www.nasa.gov,Houston,29.830099,-95.4739,America/Chicago,1970-01-01 00:00:01.331924137,1970-01-01 00:00:01.331922854
Mozilla,Windows,www.facebook.com,www.nasa.gov,Thessalon,40.640301,22.943899,Europe/Athens,1970-01-01 00:00:01.331924140,1970-01-01 00:00:01.331922854
Mozilla,Macintosh,t.co,www.ncbi.nlm.nih.gov,Bronx,40.849899,-73.8769,America/New_York,1970-01-01 00:00:01.331924143,1970-01-01 00:00:01.331800505
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924146,1970-01-01 00:00:01.280723150
Mozilla,Windows,direct,www.fws.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924148,1970-01-01 00:00:01.328112639
Mozilla,Windows,direct,www.nysdot.gov,Lewisville,33.050301,-97.014702,America/Chicago,1970-01-01 00:00:01.331924150,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Carolina,18.393999,-65.977898,America/Puerto_Rico,1970-01-01 00:00:01.331924151,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,Appleton,44.338501,-88.404198,America/Chicago,1970-01-01 00:00:01.331924154,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Laurel,39.096699,-76.877899,America/New_York,1970-01-01 00:00:01.331924155,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,direct,www2.ed.gov,Brooklyn,40.6525,-73.955399,America/New_York,1970-01-01 00:00:01.331924156,1970-01-01 00:00:01.310989035
Mozilla,Macintosh,t.co,apod.nasa.gov,Mexico,19.4342,-99.138603,America/Mexico_City,1970-01-01 00:00:01.331924158,1970-01-01 00:00:01.331530604
Mozilla,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924157,1970-01-01 00:00:01.327674883
Mozilla,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924159,1970-01-01 00:00:01.327674883
Mozilla,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924160,1970-01-01 00:00:01.327674883
Mozilla,Windows,www.facebook.com,www.nasa.gov,Salt Lake City,40.724201,-111.8787,America/Denver,1970-01-01 00:00:01.331924161,1970-01-01 00:00:01.331922854
Opera,Windows,www.facebook.com,www.nasa.gov,Sylvester,31.540899,-83.874901,America/New_York,1970-01-01 00:00:01.331924161,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,Chicago,41.8675,-87.6744,America/Chicago,1970-01-01 00:00:01.331924162,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,direct,www.nysdot.gov,Dallas,32.901299,-96.793602,America/Chicago,1970-01-01 00:00:01.331924162,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nature.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924162,1970-01-01 00:00:01.327674883
Mozilla,Macintosh,direct,www.irs.gov,Stockport,53.400002,-2.15,Europe/London,1970-01-01 00:00:01.331924162,1970-01-01 00:00:01.331742257
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924163,1970-01-01 00:00:01.280723150
Mozilla,Macintosh,www.facebook.com,www.nassaucountyny.gov,Massapequa,40.682598,-73.467003,America/New_York,1970-01-01 00:00:01.331924164,1970-01-01 00:00:01.331663765
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924166,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.barackobama.com,www.whitehouse.gov,Bethesda,38.987801,-77.126198,America/New_York,1970-01-01 00:00:01.331924170,1970-01-01 00:00:01.331814239
Mozilla,Windows,direct,www.whitehouse.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924170,1970-01-01 00:00:01.327456005
Mozilla,Windows,t.co,www.kingcounty.gov,Gig Harbor,47.343498,-122.6474,America/Los_Angeles,1970-01-01 00:00:01.331924170,1970-01-01 00:00:01.330731297
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924176,1970-01-01 00:00:01.319563556
Mozilla,Ubuntu,direct,www.nasa.gov,Harlow,51.783298,0.1667,Europe/London,1970-01-01 00:00:01.331924177,1970-01-01 00:00:01.331922854
Mozilla,iPhone,m.facebook.com,www.nasa.gov,Greenback,35.675499,-84.169899,America/Chicago,1970-01-01 00:00:01.331924177,1970-01-01 00:00:01.331908247
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924177,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.dailypaul.com,www.sos.ca.gov,Canyon Country,34.418701,-118.432999,America/Los_Angeles,1970-01-01 00:00:01.331924177,1970-01-01 00:00:01.305932958
Mozilla,iPhone,https:,www.wrh.noaa.gov,Bell,33.976101,-118.153503,America/Los_Angeles,1970-01-01 00:00:01.331924179,1970-01-01 00:00:01.300885965
Mozilla,Windows,www.cleveland.com,www.irs.gov,Cincinnati,39.169899,-84.485901,America/New_York,1970-01-01 00:00:01.331924179,1970-01-01 00:00:01.326227687
Mozilla,iPhone,t.co,forecast.weather.gov,San Diego,32.797699,-117.132202,America/Los_Angeles,1970-01-01 00:00:01.331924180,1970-01-01 00:00:01.304285400
Mozilla,Windows,www.facebook.com,www.nasa.gov,Grenaa,56.416698,10.8833,Europe/Copenhagen,1970-01-01 00:00:01.331924183,1970-01-01 00:00:01.331922854
Mozilla,Windows,t.co,www.nasa.gov,Silver Spring,39.052101,-77.014999,America/New_York,1970-01-01 00:00:01.331924184,1970-01-01 00:00:01.331726750
Mozilla,Windows,direct,www.nysdot.gov,Alexandria,38.790901,-77.094704,America/New_York,1970-01-01 00:00:01.331924187,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Gainesville,29.7598,-82.280899,America/New_York,1970-01-01 00:00:01.331924187,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924189,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924190,1970-01-01 00:00:01.319563556
Opera,Windows,plus.url.google.com,www.nasa.gov,Dubai,25.252199,55.279999,Asia/Dubai,1970-01-01 00:00:01.331924189,1970-01-01 00:00:01.331905829
Mozilla,Windows,direct,www.nysdot.gov,Jacksonville,30.143801,-81.5401,America/New_York,1970-01-01 00:00:01.331924191,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924194,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Warsaw,52.25,21.0,Europe/Warsaw,1970-01-01 00:00:01.331924195,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.cnic.navy.mil,Newport News,37.0863,-76.491402,America/New_York,1970-01-01 00:00:01.331924196,1970-01-01 00:00:01.320241999
Mozilla,Windows,direct,www.nysdot.gov,Hallandale,25.9863,-80.151802,America/New_York,1970-01-01 00:00:01.331924201,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924202,1970-01-01 00:00:01.319563556
Mozilla,Linux,t.co,www.nasa.gov,Wichita,37.6936,-97.4804,America/Chicago,1970-01-01 00:00:01.331924204,1970-01-01 00:00:01.331670810
Mozilla,Windows,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1970-01-01 00:00:01.331924204,1970-01-01 00:00:01.301298479
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924206,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nps.gov,Oxnard,34.195999,-119.168098,America/Los_Angeles,1970-01-01 00:00:01.331924211,1970-01-01 00:00:01.331509485
Mozilla,Macintosh,direct,www.nysdot.gov,San Francisco,37.7645,-122.429398,America/Los_Angeles,1970-01-01 00:00:01.331924212,1970-01-01 00:00:01.319563556
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924216,1970-01-01 00:00:01.280723265
Mozilla,Windows,direct,www.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924218,1970-01-01 00:00:01.326728517
Mozilla,Windows,direct,www.nysdot.gov,Palo Alto,37.376202,-122.182602,America/Los_Angeles,1970-01-01 00:00:01.331924220,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,Webster,43.218601,-77.449402,America/New_York,1970-01-01 00:00:01.331924220,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,gov.ca.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924219,1970-01-01 00:00:01.326569791
Mozilla,BlackBerry,t.co,yosemite.epa.gov,Selden,40.871399,-73.042503,America/New_York,1970-01-01 00:00:01.331924220,1970-01-01 00:00:01.331923485
Opera,Windows,www.facebook.com,www.nasa.gov,Horten,59.413601,10.4669,Europe/Oslo,1970-01-01 00:00:01.331924220,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nps.gov,Dallas,32.782501,-96.820702,America/Chicago,1970-01-01 00:00:01.331924220,1970-01-01 00:00:01.326561812
Mozilla,Ubuntu,direct,sec.gov,Bellevue,47.615398,-122.210297,America/Los_Angeles,1970-01-01 00:00:01.331924221,1970-01-01 00:00:01.331806297
Mozilla,Macintosh,direct,www.kids.gov,Chicago,41.8675,-87.6744,America/Chicago,1970-01-01 00:00:01.331924222,1970-01-01 00:00:01.331821140
Mozilla,Windows,direct,www.nysdot.gov,Erie,42.110199,-80.068199,America/New_York,1970-01-01 00:00:01.331924226,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,direct,www.nysdot.gov,Orlando,28.5037,-81.330597,America/New_York,1970-01-01 00:00:01.331924227,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.cnic.navy.mil,Newport News,37.0863,-76.491402,America/New_York,1970-01-01 00:00:01.331924227,1970-01-01 00:00:01.320241999
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924229,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.facebook.com,www.nasa.gov,Athens,34.8167,-86.998199,America/Chicago,1970-01-01 00:00:01.331924230,1970-01-01 00:00:01.331922854
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924235,1970-01-01 00:00:01.319563556
Mozilla,Windows,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924235,1970-01-01 00:00:01.319563556
Mozilla,iPhone,https:,www.nasa.gov,Veenoord,52.716702,6.85,Europe/Amsterdam,1970-01-01 00:00:01.331924236,1970-01-01 00:00:01.331816802
Mozilla,Windows,togetter.com,www.navy.mil,Nogata,33.733299,130.733307,Asia/Tokyo,1970-01-01 00:00:01.331924236,1970-01-01 00:00:01.280723521
Mozilla,Windows,direct,www.nysdot.gov,Baltimore,39.3181,-76.613998,America/New_York,1970-01-01 00:00:01.331924238,1970-01-01 00:00:01.319563556
Mozilla,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1970-01-01 00:00:01.331924240,1970-01-01 00:00:01.319563556
Mozilla,Windows,www.skihood.com,forecast.weather.gov,Boca Raton,26.345699,-80.115303,America/New_York,1970-01-01 00:00:01.331924241,1970-01-01 00:00:01.297583387
Mozilla,Windows,direct,nces.ed.gov,Columbus,40.0532,-83.022003,America/New_York,1970-01-01 00:00:01.331924241,1970-01-01 00:00:01.321909488
Mozilla,Windows,today.lbl.gov,www.jgi.doe.gov,Albany,37.8895,-122.294701,America/Los_Angeles,1970-01-01 00:00:01.331924241,1970-01-01 00:00:01.316635895
